Magnetic Field (T),Moment (emu),M. Std. Err. (emu),Moment (emu)_lin-part,Moment (emu)_y-lin-subtract
-0.9207873046875,5.479918958283e-05,1.12322586115464e-07,5.654970002935129e-05,-1.750510446521289e-06
-1.1535384765625,6.9064074790102e-05,1.44043621285669e-07,7.08439989233594e-05,-1.779924133257397e-06
-1.4451728515625,8.69603317606951e-05,1.85787714073546e-07,8.875458081403218e-05,-1.7942490533370798e-06
-1.8105142578125002,0.0001094060407999,2.4478736011664e-07,0.00011119184382424552,-1.7858030243455165e-06
-2.2682416015625,0.0001375089622323,3.17777170364427e-07,0.00013930294380631896,-1.7939815740189663e-06
-2.8416419921875002,0.0001728393255965,4.35937360248419e-07,0.0001745180471439582,-1.6787215474581957e-06
-3.5600171875,0.0002169832559861,6.19668951604419e-07,0.0002186367069002801,-1.6534509141800783e-06
-4.459991015625,0.0002723168061766,9.69056637054247e-07,0.0002739081574900643,-1.5913513134642736e-06
-5.587451171875,0.0003415854054305,1.15975810273666e-06,0.00034315056918102617,-1.5651637505261894e-06
-6.999971875,0.0004281535360619,8.70506208929655e-07,0.0004298998343374091,-1.746298275509062e-06
-5.58752265625,0.0003414250423764,1.10270811789925e-06,0.00034315495935880385,-1.7299169824038646e-06
-4.460042578125,0.000272195666482,9.83509426663185e-07,0.0002739113241756744,-1.7156576936744306e-06
-3.5600835937500004,0.000216921052724,6.31042436382925e-07,0.0002186407852075053,-1.7197324835053162e-06
-2.841712109375,0.0001727212792988,4.32024597201949e-07,0.00017452235335658713,-1.8010740577871433e-06
-2.26831875,0.0001374263816891,3.28581296334157e-07,0.00013930768183971295,-1.8813001506129325e-06
-1.810596484375,0.0001092722314293,2.54615320957458e-07,0.00011119689372819198,-1.9246622988919755e-06
-1.4452598632812501,8.67618304613321e-05,2.01375598891357e-07,8.875992459599931e-05,-1.9980941346672143e-06
-1.153612109375,6.89008280025514e-05,1.60418562154482e-07,7.084852104637085e-05,-1.9476930438194496e-06
-0.9208314453125,5.45676383792869e-05,1.30919816176746e-07,5.655241090415392e-05,-1.9847725248670203e-06
-0.735033056640625,4.31466148123567e-05,1.05508549693144e-07,4.5141694127495926e-05,-1.9950793151392245e-06
-0.58673544921875,3.40632266834261e-05,8.90525315829132e-08,3.6034069411032587e-05,-1.9708427276064853e-06
-0.4683375,2.68012861895495e-05,7.40880157687233e-08,2.8762717516489498e-05,-1.961431326939999e-06
-0.37385148925781203,2.10351926224561e-05,6.10120438788195e-08,2.295990557801021e-05,-1.9247129555541087e-06
-0.298419482421875,1.6470132592071e-05,5.12733115837109e-08,1.8327285930162315e-05,-1.857153338091315e-06
-0.23819189453125,1.28276300509673e-05,4.42061157462191e-08,1.4628438203474638e-05,-1.8008081525073385e-06
-0.19015703125,9.96519339803023e-06,3.86792248822349e-08,1.1678400669641051e-05,-1.7132072716108215e-06
-0.151780407714844,7.70070306031477e-06,3.53252502554638e-08,9.321519185714705e-06,-1.6208161253999348e-06
-0.121160571289062,5.93133241974075e-06,3.08908869808546e-08,7.4410169719994195e-06,-1.5096845522586695e-06
-0.09671132812500001,4.54235222896875e-06,2.97445926911926e-08,5.939478712475301e-06,-1.3971264835065513e-06
-0.0771960876464844,3.45425352629327e-06,2.70768179202791e-08,4.740959804316322e-06,-1.2867062780230524e-06
-0.0616248718261719,2.6156058688136e-06,2.49824209578508e-08,3.7846612332475075e-06,-1.1690553644339077e-06
-0.0492174591064453,1.98087949888723e-06,2.4055121396815e-08,3.0226660755503454e-06,-1.0417865766631153e-06
-0.0392795074462891,1.4602476545624e-06,2.32601576944631e-08,2.4123316558346475e-06,-9.520840012722474e-07
-0.031366931152343805,1.06038636014694e-06,2.20963037041679e-08,1.926384669376335e-06,-8.659983092293951e-07
-0.025033186340332,7.56670927252445e-07,2.17151928026923e-08,1.5374008428635607e-06,-7.807299156111156e-07
-0.019980178833007803,5.19963306792381e-07,2.07014198890205e-08,1.2270728688237568e-06,-7.071095620313758e-07
-0.015978498840332,3.40175401976197e-07,2.02253915167545e-08,9.813116576870831e-07,-6.411362557108862e-07
-0.012769305419921901,2.00237111159653e-07,2.05985290530292e-08,7.842206201190209e-07,-5.839835089593679e-07
-0.0101906639099121,9.1224201276278e-08,1.96747231752881e-08,6.258546184029383e-07,-5.346304171266603e-07
-0.008146887969970701,1.39610088126352e-08,1.97782948841266e-08,5.003371229482026e-07,-4.863761141355675e-07
-0.0065079421997070305,-4.86710569028022e-08,1.98617271810376e-08,3.996820735128291e-07,-4.483531304156313e-07
-0.00520144653320313,-9.74334667612241e-08,1.86217080295293e-08,3.1944428390134304e-07,-4.168777506625671e-07
-0.0041439823150634806,-1.48267359663898e-07,1.90457537777049e-08,2.5450063836762823e-07,-4.0276799803152624e-07
-0.0033294166564941403,-1.88455286701944e-07,1.90792014729192e-08,2.0447448855886173e-07,-3.929297752608057e-07
-0.00265715408325195,-2.21319620424185e-07,2.07489593477448e-08,1.631878128366028e-07,-3.845074332607878e-07
-0.00213332901000977,-2.29867868960322e-07,1.85430654663551e-08,1.3101735326477853e-07,-3.608852222251005e-07
-0.0017162319183349599,-2.48773865547299e-07,1.83120799361799e-08,1.0540154025644182e-07,-3.5417540580374085e-07
-0.00136537961959839,-2.58680233597992e-07,1.89393781822698e-08,8.385411866715857e-08,-3.425343522651506e-07
-0.00108935947418213,-2.72941076109648e-07,1.83938216611831e-08,6.690247701670727e-08,-3.3984355312635527e-07
-0.00088449125289917,-2.80451154019822e-07,1.86672006556826e-08,5.4320595837285504e-08,-3.347717498571075e-07
-0.00070661153793335,-2.88410982943802e-07,1.84494373882192e-08,4.3396200516655506e-08,-3.318071834604575e-07
-0.0005790289402008061,-2.86464019354681e-07,1.83993771003629e-08,3.556077794511026e-08,-3.220247972997913e-07
-0.000457580089569092,-2.96103296064936e-07,1.82902354866257e-08,2.8102056438883832e-08,-3.242053525038198e-07
-0.000374160647392273,-2.99256755354922e-07,1.86868860890342e-08,2.2978892372980555e-08,-3.222356477279025e-07
-0.000306689047813416,-3.00289168823637e-07,1.87029233017406e-08,1.883515722669747e-08,-3.1912432605033444e-07
-0.000245351243019104,-3.02901148827629e-07,1.84943833899125e-08,1.5068126074205152e-08,-3.179692749018341e-07
-0.00021345558166503903,-3.09491407688569e-07,1.88365502644175e-08,1.3109269699200838e-08,-3.2260067738776984e-07
-0.00016806560754776002,-3.09423280503181e-07,1.87266853830076e-08,1.0321666734210707e-08,-3.197449472373917e-07
-0.000133716428279877,-3.09371343837381e-07,1.83902402205817e-08,8.212128761690085e-09,-3.1758347259907105e-07
0.00010427428483963,-3.1586700938705e-07,1.83983715390207e-08,-6.403953984202079e-09,-3.094630554028479e-07
0.00015211777687072802,-3.21298300875979e-07,1.80833157776062e-08,-9.34223854670858e-09,-3.119560623292704e-07
0.000185240185260773,-3.20567334906054e-07,1.8498112609084e-08,-1.1376434988353047e-08,-3.0919089991770097e-07
0.00023185691833496098,-3.22315731425546e-07,1.85287542385457e-08,-1.4239378752101332e-08,-3.0807635267344465e-07
0.00031650309562683104,-3.2479289043674e-07,1.8123871074476e-08,-1.9437882152526765e-08,-3.0535500828421325e-07
0.000408509826660156,-3.34692647400567e-07,1.86208451270695e-08,-2.5088430345501176e-08,-3.0960421705506584e-07
0.000520144605636597,-3.32954787396151e-07,1.81812653159611e-08,-3.194442546166231e-08,-3.010103619344887e-07
0.0006465005397796631,-3.34816593455814e-07,1.8848066989171e-08,-3.9704513091393344e-08,-2.9511208036442065e-07
0.0008047520637512211,-3.40624603145244e-07,1.79613111910871e-08,-4.9423452703420765e-08,-2.912011504418232e-07
0.00103047523498535,-3.53255904181969e-07,1.83297206292726e-08,-6.328613039020313e-08,-2.8996977379176587e-07
0.0013015884399414101,-3.54658089179684e-07,1.82847872754587e-08,-7.993641470256607e-08,-2.7472167447711793e-07
0.00164017314910889,-3.70447177969524e-07,1.87477098572022e-08,-1.0073042830426778e-07,-2.697167496652562e-07
0.0020707645416259803,-3.86031928783473e-07,1.84765691748227e-08,-1.27174987170472e-07,-2.5885694161300097e-07
0.0025933626174926803,-4.01257206867988e-07,1.790102073051e-08,-1.592700913011787e-07,-2.4198711556680933e-07
0.00326685180664063,-4.19474889253882e-07,1.8149659002415e-08,-2.006320990367797e-07,-2.1884279021710233e-07
0.00409123191833496,-4.40398431148682e-07,1.8412400113831e-08,-2.5126099866338674e-07,-1.8913743248529526e-07
0.00512784080505371,-4.76927466121748e-07,1.83249696789347e-08,-3.1492382426196486e-07,-1.6200364185978314e-07
0.006441696929931641,-4.89595413270223e-07,2.75689696434392e-08,-3.956136528090563e-07,-9.39817604611667e-08
0.00806469573974609,-5.70745340317001e-07,1.74544994153505e-08,-4.952893275015412e-07,-7.545601281545974e-08
0.0101133781433105,-6.46206824350963e-07,1.76586463314601e-08,-6.211081510096436e-07,-2.5098673341319374e-08
0.0126772979736328,-7.42002257866208e-07,1.71305324509509e-08,-7.785700279989644e-07,3.65677701327564e-08
0.0158950805664062,-8.70668252935012e-07,1.68564144767104e-08,-9.761885653687424e-07,1.055203124337304e-07
0.0199163864135742,-1.01696669289889e-06,1.89845971573926e-08,-1.223155088718892e-06,2.0618839582000198e-07
0.0249877990722656,-1.24540452206899e-06,1.80617131501698e-08,-1.534613406089356e-06,2.89208884020366e-07
0.0313068206787109,-1.55064355799221e-06,1.74973484067171e-08,-1.922693014164259e-06,3.7204945617204895e-07
0.0392218505859375,-1.93111595235772e-06,1.37514503976742e-08,-2.4087906880770353e-06,4.776747357193152e-07
0.0491426300048828,-2.41509493803227e-06,1.50216179393381e-08,-3.01807048303372e-06,6.029755450014502e-07
0.0615598571777344,-3.07355720377969e-06,1.26330950798712e-08,-3.780668390548724e-06,7.07111186769034e-07
0.0771396606445313,-3.92356935408753e-06,1.25417231127093e-08,-4.73749436770815e-06,8.139250136206201e-07
0.0966647094726563,-5.00215256383672e-06,1.02205551183274e-08,-5.936615650840558e-06,9.344630870038385e-07
0.121082067871094,-6.38069947862701e-06,6.672420313563131e-09,-7.436195723145564e-06,1.0554962445185542e-06
0.151720300292969,-8.11809550861547e-06,2.64956610741986e-08,-9.317827717924844e-06,1.1997322093093737e-06
0.19007115478515602,-1.03634894177028e-05,2.56740384872985e-08,-1.1673126608734926e-05,1.3096371910321263e-06
0.23814895019531301,-1.32460327204492e-05,1.64226259317775e-08,-1.4625800798177201e-05,1.3797680777280011e-06
0.298344653320313,-1.68270966716708e-05,2.51830719649343e-08,-1.8322690337645723e-05,1.4955936659749221e-06
0.373780322265625,-2.13825737461425e-05,3.471879002155e-08,-2.295553489214206e-05,1.572961145999559e-06
0.468258984375,-2.71172711702733e-05,4.78392128005991e-08,-2.875789551794677e-05,1.6406243476734703e-06
0.586645849609375,-3.43441929476615e-05,6.4422510538163e-08,-3.602856669503389e-05,1.6843737473723922e-06
0.734968017578125,-4.34067407865607e-05,8.44670767301462e-08,-4.513769978541948e-05,1.7309589988587844e-06
0.9207982421875001,-5.47985790074254e-05,1.11841242738164e-07,-5.6550371750541326e-05,1.751792743115927e-06
1.1535434570312502,-6.90878084289976e-05,1.4268724861667e-07,-7.08443047964013e-05,1.7564963674036968e-06
1.4451728515625,-8.69748598412367e-05,1.88469996013508e-07,-8.875458081403218e-05,1.7797209727954736e-06
1.8105142578125002,-0.0001094380929191,2.39025685498096e-07,-0.00011119184382424552,1.7537509051455128e-06
2.268246484375,-0.0001375835037506,3.13336418178735e-07,-0.00013930324368185024,1.719739931250238e-06
2.841645703125,-0.0001728549416482,4.24131433216414e-07,-0.00017451827504936197,1.663333401161985e-06
3.560016015625,-0.0002169690660235,6.0906802012381e-07,-0.0002186366349301526,1.667568906652591e-06
4.459975,-0.0002723323238471,9.55191110423513e-07,-0.00027390717389832173,1.57485005122175e-06
5.587457421875,-0.0003415293458499,1.15576202082762e-06,-0.00034315095302170617,1.6216071718061498e-06
6.999951562500001,-0.0004282884617995,8.61303618447458e-07,-0.0004298985868551991,1.6101250556991198e-06
6.99997734375,-0.0004282669230389,8.72269370128969e-07,-0.0004299001701980041,1.6332471591041261e-06
